ALAS_Optimized
  0.859060  -0.002075
  0.865772  -0.001640
  0.872483  -0.001303
  0.879195  -0.001041
  0.885906  -0.000860
  0.892617  -0.000810
  0.899329  -0.000900
  0.906040  -0.001074
  0.912752  -0.001329
  0.919463  -0.001685
  0.926174  -0.002171
  0.932886  -0.002798
  0.939597  -0.003561
  0.946309  -0.004460
  0.953020  -0.005494
  0.959732  -0.006659
  0.966443  -0.007955
  0.973154  -0.009401
  0.979866  -0.010970
  0.986577  -0.012675
  0.993289  -0.014531
  1.000000  -0.016500
